 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file
42,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0045-0432,358,49.025,10.047,737.615,432.785,737.659,432.698,725,421,26,23,0.761,17551.0,17551.0,1.587,0.63,0.885,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
43,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0046-0439,451,65.732,18.102,377.963,439.103,377.936,438.217,367,424,20,31,0.829,29645.0,29645.0,1.558,0.642,0.93,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
44,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0047-0434,330,53.876,5.755,498.664,434.712,498.58,434.626,485,425,25,19,0.721,17779.0,17779.0,1.471,0.68,0.878,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
45,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0048-0442,366,52.699,11.385,144.948,442.784,145.035,442.779,134,429,20,26,0.807,19288.0,19288.0,1.319,0.758,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
46,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0049-0441,404,46.54,10.169,932.438,441.99,932.431,441.982,917,433,31,17,0.801,18802.0,18802.0,1.875,0.533,0.932,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
47,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0050-0451,523,60.992,20.279,423.064,450.58,422.882,450.225,412,435,22,32,0.771,31899.0,31899.0,1.489,0.671,0.905,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
48,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0051-0471,408,53.659,18.296,471.037,470.824,471.073,470.665,457,461,28,20,0.859,21893.0,21893.0,1.69,0.592,0.949,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
49,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0052-0502,423,55.095,18.393,744.384,502.524,744.433,502.55,731,492,26,21,0.896,23305.0,23305.0,1.356,0.737,0.945,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
50,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0053-0521,440,43.17,11.878,957.818,522.182,957.696,521.952,945,510,27,23,0.901,18995.0,18995.0,1.217,0.822,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
51,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0054-0527,442,49.027,13.65,817.079,526.95,817.267,526.863,801,514,28,27,0.648,21670.0,21670.0,1.467,0.682,0.844,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
52,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0055-0535,553,44.271,11.0,896.807,533.267,896.825,533.056,884,518,26,34,0.725,24482.0,24482.0,1.454,0.688,0.867,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
53,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0056-0533,608,60.612,16.524,416.036,530.424,416.373,530.52,394,519,38,28,0.613,36852.0,36852.0,1.726,0.579,0.85,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
54,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0057-0543,446,47.112,8.686,585.343,544.126,585.048,543.572,572,531,27,25,0.815,21012.0,21012.0,1.463,0.683,0.917,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
55,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0058-0554,607,50.572,12.114,530.035,555.273,530.017,555.533,512,540,40,28,0.511,30697.0,30697.0,1.8,0.555,0.801,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
56,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0059-0570,523,44.189,12.376,1022.701,570.594,1022.804,570.411,1010,557,25,26,0.922,23111.0,23111.0,1.114,0.898,0.955,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
57,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0060-0568,285,45.053,10.476,420.637,568.033,420.803,567.785,411,558,20,20,0.885,12840.0,12840.0,1.319,0.758,0.927,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
58,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0061-0575,512,52.709,15.782,782.9,575.422,782.792,575.407,766,563,35,24,0.756,26987.0,26987.0,1.685,0.593,0.917,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
59,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0062-0576,488,51.943,14.377,370.869,576.725,370.576,576.497,354,567,36,19,0.733,25348.0,25348.0,2.012,0.497,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
60,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0063-0588,355,49.262,11.38,739.931,587.911,739.857,588.104,723,579,29,19,0.644,17488.0,17488.0,1.531,0.653,0.873,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
61,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0064-0595,542,40.391,10.826,99.306,598.389,99.356,598.314,86,580,26,31,0.795,21892.0,21892.0,1.196,0.836,0.934,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
62,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0065-0607,448,34.886,7.37,634.596,607.77,634.534,607.806,623,593,24,28,0.807,15629.0,15629.0,1.297,0.771,0.911,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
63,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0066-0608,482,45.467,10.85,730.595,607.618,730.565,606.841,717,595,27,27,0.859,21915.0,21915.0,1.465,0.682,0.936,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
64,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0067-0620,549,36.92,12.322,1049.362,618.819,1049.221,618.505,1035,606,27,28,0.884,20269.0,20269.0,1.165,0.858,0.952,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
65,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0068-0628,367,32.665,8.641,1128.018,628.824,1127.993,628.672,1117,618,23,21,0.915,11988.0,11988.0,1.108,0.902,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
66,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.tif:0069-0653,511,36.358,9.131,447.666,653.14,447.525,653.118,435,640,28,26,0.869,18579.0,18579.0,1.066,0.938,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s1h2_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0001-0134,653,37.273,7.522,550.411,132.535,550.493,132.414,535,116,29,36,0.819,24339.0,24339.0,1.235,0.81,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
2,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0004-0231,719,50.131,18.474,629.691,233.254,628.935,234.418,613,210,35,42,0.586,36044.0,36044.0,2.249,0.445,0.814,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
3,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0005-0245,272,47.5,8.884,543.015,244.875,543.011,244.669,535,234,17,23,0.743,12920.0,12920.0,1.478,0.677,0.882,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
4,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0006-0255,562,35.043,8.736,151.829,254.872,151.956,255.198,141,238,22,34,0.798,19694.0,19694.0,1.621,0.617,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
5,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0008-0254,293,37.031,7.562,797.063,254.677,797.001,254.778,788,244,18,21,0.935,10850.0,10850.0,1.127,0.888,0.938,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
6,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0010-0266,655,46.0,13.118,410.158,268.76,410.336,269.296,397,250,29,33,0.788,30130.0,30130.0,1.296,0.772,0.907,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
7,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0012-0268,533,38.334,11.755,925.26,268.545,924.762,268.357,910,256,29,25,0.762,20432.0,20432.0,1.259,0.795,0.9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
8,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0013-0271,396,54.278,15.419,563.889,271.369,563.961,271.312,554,258,20,27,0.879,21494.0,21494.0,1.404,0.712,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0015-0283,577,44.809,7.7,688.982,281.613,689.17,282.096,678,261,22,44,0.59,25855.0,25855.0,1.976,0.506,0.844,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
10,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0016-0282,644,53.366,14.289,615.581,284.41,615.888,285.034,603,263,29,38,0.688,34368.0,34368.0,2.003,0.499,0.895,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
11,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0017-0282,546,36.357,12.166,38.038,282.465,37.957,282.493,23,269,29,26,0.891,19851.0,19851.0,1.085,0.922,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
12,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0018-0281,441,45.351,13.904,306.684,280.124,306.582,280.356,295,269,24,24,0.915,20000.0,20000.0,1.117,0.895,0.947,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
13,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0019-0281,210,34.014,5.282,1127.995,282.29,1127.934,282.475,1119,272,18,18,0.66,7143.0,7143.0,1.045,0.957,0.866,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
14,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0021-0297,576,71.16,28.883,875.701,298.014,875.647,298.693,862,280,26,35,0.716,40988.0,40988.0,1.549,0.646,0.894,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
15,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0022-0317,1054,49.51,19.69,990.097,317.549,990.517,321.228,977,286,28,63,0.45,52184.0,52184.0,2.597,0.385,0.787,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
16,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0023-0301,514,41.831,7.564,137.101,300.426,137.155,300.874,124,287,27,29,0.773,21501.0,21501.0,1.081,0.925,0.894,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
17,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0024-0305,578,39.606,9.497,1108.682,305.697,1108.64,305.864,1096,287,24,36,0.757,22892.0,22892.0,1.364,0.733,0.912,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
18,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0025-0303,392,39.199,9.916,223.258,303.031,223.316,303.047,210,292,26,23,0.846,15366.0,15366.0,1.435,0.697,0.917,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
19,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0026-0321,411,56.002,13.046,402.133,321.571,402.162,322.409,394,305,16,33,0.715,23017.0,23017.0,2.243,0.446,0.918,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
20,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0027-0327,699,78.27,21.723,538.386,326.456,538.128,325.426,526,305,23,45,0.591,54711.0,54711.0,2.53,0.395,0.857,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
21,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0028-0323,419,59.131,17.237,895.199,323.393,894.637,323.45,884,310,21,27,0.846,24776.0,24776.0,1.331,0.751,0.934,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
22,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0029-0325,325,58.772,11.444,436.589,323.491,436.708,323.695,427,312,18,26,0.791,19101.0,19101.0,1.465,0.683,0.908,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
23,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0030-0341,699,80.815,24.965,589.839,341.36,590.089,341.487,572,322,32,38,0.658,56490.0,56490.0,1.37,0.73,0.836,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
24,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0031-0344,429,64.11,15.918,730.01,344.822,729.855,344.774,719,330,21,29,0.828,27503.0,27503.0,1.464,0.683,0.93,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
25,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0032-0346,503,45.833,10.08,100.735,347.717,100.746,347.903,90,331,23,31,0.821,23054.0,23054.0,1.334,0.75,0.918,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
26,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0033-0357,655,75.044,25.838,634.392,359.847,634.052,359.432,616,340,37,35,0.576,49154.0,49154.0,1.135,0.881,0.801,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
27,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0034-0352,363,64.055,24.168,672.285,351.773,672.297,351.588,662,340,21,24,0.898,23252.0,23252.0,1.241,0.806,0.94,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
28,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0035-0363,627,64.715,20.538,315.76,364.14,315.798,363.744,305,342,26,43,0.65,40576.0,40576.0,1.784,0.56,0.858,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
29,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0036-0353,348,53.029,12.655,854.345,353.284,854.107,353.335,842,343,24,21,0.847,18454.0,18454.0,1.442,0.694,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
30,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0037-0356,516,78.564,21.263,415.928,355.016,415.506,354.645,399,344,32,25,0.77,40539.0,40539.0,1.695,0.59,0.9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
31,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0038-0365,714,48.535,17.008,1175.151,364.499,1175.611,365.303,1157,344,32,42,0.605,34654.0,34654.0,2.061,0.485,0.882,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
32,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0039-0363,480,46.973,11.367,60.971,364.798,61.032,365.047,47,347,26,33,0.691,22547.0,22547.0,2.099,0.476,0.871,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
33,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0040-0365,311,58.682,10.206,350.066,364.703,350.186,364.566,339,356,23,18,0.877,18250.0,18250.0,1.385,0.722,0.923,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
34,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0041-0372,457,57.573,8.883,467.837,373.1,467.473,372.858,453,358,31,29,0.542,26311.0,26311.0,2.151,0.465,0.782,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
35,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0042-0381,693,67.479,18.741,778.969,381.162,779.184,381.382,768,359,21,44,0.677,46763.0,46763.0,2.274,0.44,0.914,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
36,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.tif:0043-0372,396,56.318,17.107,874.27,372.758,874.233,372.617,861,361,25,23,0.867,22302.0,22302.0,1.15,0.87,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_3M_KO_s2h2_Merged.tif_rotated.csv
