X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0055-0460,372,45.059,11.613,908.172,460.594,908.109,460.353,897,449,23,22,0.906,16762,16762,1.247,0.802,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0056-0459,267,36.783,9.664,1005.328,458.931,1005.378,458.947,996,449,18,20,0.909,9821,9821,1.094,0.914,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
52,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0057-0468,414,45.824,9.315,215.833,470.589,215.707,470.661,205,452,21,32,0.529,18971,18971,1.676,0.597,0.827,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
53,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0058-0471,707,51.361,15.773,560.66,471.104,560.571,470.763,547,453,27,36,0.813,36312,36312,1.64,0.61,0.945,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
54,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0059-0471,416,41.714,12.132,61.639,469.704,61.699,469.447,51,456,23,30,0.701,17353,17353,1.32,0.758,0.876,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
55,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0060-0477,259,43.61,6.455,177.554,479.577,177.591,479.386,171,461,15,32,0.479,11295,11295,2.162,0.463,0.788,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
56,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0061-0481,406,45.424,15.001,419.399,481.096,419.469,481.076,408,469,23,24,0.895,18442,18442,1.107,0.903,0.94,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
57,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0062-0483,293,37.587,5.127,150.326,484.63,150.528,484.599,140,472,23,23,0.341,11013,11013,1.305,0.766,0.742,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
58,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0063-0487,334,33.455,6.621,686.743,487.787,686.676,487.652,673,477,25,21,0.524,11174,11174,1.141,0.876,0.806,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
59,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0064-0490,230,28.783,5.274,1176.861,489.552,1176.835,489.588,1166,482,20,16,0.897,6620,6620,1.342,0.745,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
60,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0065-0497,288,34.569,5.594,1134.795,495.597,1134.907,495.413,1126,485,19,24,0.679,9956,9956,1.164,0.859,0.861,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
61,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0066-0497,241,38.535,6.594,246.168,497.869,246.077,497.625,238,488,17,19,0.902,9287,9287,1.155,0.866,0.929,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
62,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0067-0515,280,36.657,9.679,294.921,514.286,295.06,514.503,284,504,20,23,0.778,10264,10264,1.146,0.872,0.878,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
63,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0068-0538,178,31.944,4.917,984.472,538.18,984.536,538.405,976,531,18,15,0.811,5686,5686,1.41,0.709,0.888,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
64,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0069-0546,284,29.394,5.178,1130.965,546.405,1130.854,546.463,1123,535,16,22,0.889,8348,8348,1.433,0.698,0.944,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
65,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0070-0556,434,40.862,12.241,664.097,556.274,664.157,556.17,652,545,25,23,0.887,17734,17734,1.037,0.964,0.933,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
66,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0071-0569,463,42.732,11.054,991.904,569.349,991.908,569.28,979,557,26,24,0.894,19785,19785,1.084,0.923,0.939,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
67,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0072-0572,440,31.339,8.527,1103.118,571.775,1103.088,571.328,1092,558,21,28,0.782,13789,13789,1.414,0.707,0.91,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
68,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0073-0573,402,33.363,7.944,904.736,574.336,904.718,574.368,893,561,24,24,0.859,13412,13412,1.061,0.942,0.918,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
69,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0074-0577,558,43.081,11.864,765.05,577.136,765.14,577.137,751,565,30,25,0.859,24039,24039,1.24,0.807,0.943,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
70,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0075-0611,446,32.374,9.746,915.343,610.204,915.166,610.027,901,599,27,24,0.777,14439,14439,1.381,0.724,0.911,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
71,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0076-0637,675,35.769,12.311,288.79,637.632,287.943,638.373,272,619,35,36,0.433,24144,24144,1.87,0.535,0.794,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
72,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0077-0637,510,33.961,8.007,667.959,637.949,667.911,637.717,653,623,28,28,0.806,17320,17320,1.072,0.933,0.902,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
73,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0078-0661,595,25.37,7.64,836.811,660.861,836.645,660.961,823,647,28,28,0.877,15095,15095,1.234,0.81,0.945,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
74,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0079-0660,428,27.764,6.301,204.049,661.105,204.258,660.967,192,648,23,25,0.901,11883,11883,1.129,0.885,0.932,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
75,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0080-0670,555,25.427,5.223,1000.673,671.74,1000.587,671.688,983,658,32,25,0.635,14112,14112,1.31,0.763,0.877,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
76,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0081-0691,522,26.42,7.112,231.895,691.023,231.911,690.902,219,677,27,29,0.789,13791,13791,1.213,0.824,0.902,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
77,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.tif:0082-0708,596,24.315,5.507,121.893,708.148,122.11,708.186,107,693,29,30,0.827,14492,14492,1.085,0.922,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_TRO_PNN-freefloating_juvenile_set1_55194_4M_KO_s2_h2_v2_Merged.tif_rotated.csv,55194_4,M,KO,2,2
1,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0002-0186,547,31.941,7.138,279.941,183.745,279.92,183.889,265,168,27,37,0.627,17472,17472,1.381,0.724,0.851,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
2,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0004-0239,381,31.367,7.476,971.713,240.033,971.721,240.25,962,225,21,29,0.692,11951,11951,1.568,0.638,0.903,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
3,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0005-0242,421,29.23,5.467,125.612,242.749,125.555,242.879,116,228,19,28,0.828,12306,12306,1.517,0.659,0.937,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
4,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0006-0242,430,39.04,6.748,551.981,242.447,552.207,242.658,540,230,23,25,0.873,16787,16787,1.225,0.816,0.938,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
5,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0007-0252,418,40.804,9.801,401.462,252.093,401.304,252.36,390,240,23,24,0.88,17056,17056,1.056,0.947,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0008-0257,480,46.069,11.311,727.74,257.048,727.779,257.063,717,242,21,30,0.841,22113,22113,1.558,0.642,0.945,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0009-0272,519,46.963,9.419,641.621,272.29,641.658,272.45,630,257,23,30,0.814,24374,24374,1.422,0.703,0.923,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0010-0277,580,43.907,9.556,690.467,278.784,690.692,278.823,676,263,30,29,0.825,25466,25466,1.161,0.861,0.916,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0011-0274,279,39.738,9.362,871.414,274.891,871.348,275.259,863,263,18,23,0.893,11087,11087,1.258,0.795,0.915,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0012-0284,532,43.329,8.712,306.259,284.594,306.285,284.634,293,270,26,28,0.885,23051,23051,1.206,0.829,0.944,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0013-0281,396,37.601,6.452,397.194,280.677,397.198,280.569,384,271,25,21,0.865,14890,14890,1.172,0.854,0.932,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0014-0284,246,36.114,6.46,1019.589,284.065,1019.5,284.36,1011,273,18,22,0.701,8884,8884,1.214,0.824,0.848,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0015-0288,357,37.415,6.786,267.587,288.651,267.766,288.481,257,276,22,24,0.817,13357,13357,1.64,0.61,0.919,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0016-0296,623,48.605,9.764,519.688,299.14,519.76,299.483,507,279,29,35,0.725,30281,30281,1.373,0.728,0.869,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0017-0294,385,41.068,7.138,474.71,294.417,474.601,294.218,465,280,18,28,0.86,15811,15811,1.47,0.68,0.947,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0018-0305,489,48.196,9.312,587.821,306.079,587.95,306.349,576,291,23,29,0.841,23568,23568,1.397,0.716,0.927,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0019-0309,314,44.252,9.915,866.803,309.334,866.834,309.497,857,298,18,22,0.87,13895,13895,1.328,0.753,0.944,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0020-0317,594,57.337,14.773,626.719,318.064,626.522,317.989,614,302,32,30,0.738,34058,34058,1.418,0.705,0.893,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0021-0335,476,46.3,10.948,353.645,335.643,353.565,335.556,343,319,21,32,0.786,22039,22039,1.877,0.533,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0022-0340,389,52.527,7.817,569.063,342.171,568.95,342.398,560,322,19,36,0.531,20433,20433,2.251,0.444,0.783,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0023-0333,350,43.231,9.242,786.517,333.6,786.239,333.745,776,322,21,23,0.887,15131,15131,1.344,0.744,0.933,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.tif:0024-0343,670,48.512,15.253,47.452,343.569,47.38,343.472,34,326,26,35,0.856,32503,32503,1.415,0.707,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s1_h1_Merged.tif_rotated.csv,52955_1,F,WT,1,1
