X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
40,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0042-0404,297,73.966,24.996,238.002,403.443,238.338,403.195,228,394,21,21,0.76,21968,21968,1.128,0.886,0.875,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
41,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0043-0406,263,64.875,18.735,868.618,406.637,868.463,406.474,860,396,18,20,0.93,17062,17062,1.11,0.901,0.933,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
42,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0044-0408,342,69.719,22.889,910.684,408.5,910.456,408.291,898,399,27,18,0.833,23844,23844,1.559,0.641,0.921,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
43,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0045-0415,458,89.552,46.055,1075.921,417.153,1076.419,417.759,1065,400,23,31,0.772,41015,41015,1.542,0.648,0.903,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
44,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0046-0414,411,67.844,19.195,727.15,413.415,728.08,413.59,712,402,28,24,0.758,27884,27884,1.49,0.671,0.877,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
45,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0047-0418,528,75.483,18.095,433.044,418.892,433.237,418.818,415,407,35,23,0.706,39855,39855,1.886,0.53,0.887,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
46,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0048-0419,598,72.761,22.197,969.839,419.12,970.137,418.826,951,407,38,25,0.465,43511,43511,1.997,0.501,0.786,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
47,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0049-0421,338,49.391,11.353,1157.817,420.683,1157.862,420.564,1149,407,18,28,0.664,16694,16694,1.707,0.586,0.868,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
48,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0050-0423,549,61.568,16.885,174.303,421.844,174.37,421.542,160,408,27,31,0.74,33801,33801,1.636,0.611,0.897,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
49,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0051-0430,561,86.695,43.138,1004.746,429.019,1004.498,427.458,993,411,22,38,0.569,48636,48636,2.201,0.454,0.82,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
50,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0052-0425,403,50.965,12.672,1179.979,424.565,1179.811,424.177,1169,412,23,26,0.843,20539,20539,1.252,0.799,0.92,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
51,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0053-0441,533,62.285,21.851,19.13,443.016,19.323,444.11,7,423,24,36,0.685,33198,33198,1.673,0.598,0.911,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
52,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0054-0440,676,83.262,32.461,753.185,439.574,752.579,438.905,733,424,37,33,0.723,56285,56285,2.058,0.486,0.895,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
53,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0055-0437,415,86.66,26.652,786.404,437.693,786.19,437.564,776,425,22,24,0.927,35964,35964,1.049,0.953,0.951,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
54,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0056-0438,389,60.977,14.089,858.819,438.006,858.717,437.816,847,427,24,22,0.941,23720,23720,1.252,0.799,0.951,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
55,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0057-0460,386,87.065,32.07,459.091,460.111,459.101,460.329,447,450,25,20,0.895,33607,33607,1.421,0.704,0.951,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
56,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0058-0461,363,78.011,19.688,583.379,460.792,583.278,460.716,570,452,28,19,0.844,28318,28318,1.452,0.689,0.936,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
57,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0060-0482,597,52.38,11.313,1126.584,477.91,1126.604,477.777,1112,464,35,36,0.493,31271,31271,1.357,0.737,0.75,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
58,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0061-0483,539,88.28,38.382,466.916,482.704,467.03,482.171,448,468,35,31,0.632,47583,47583,2.375,0.421,0.872,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
59,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0062-0490,703,95.892,40.177,402.035,487.305,400.966,486.183,382,471,39,38,0.614,67412,67412,2.338,0.428,0.844,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
60,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0063-0484,358,70.408,29.766,681.869,484.444,681.31,484.45,671,473,22,22,0.907,25206,25206,1.148,0.871,0.937,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
61,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0064-0493,689,61.07,21.717,717.747,493.641,717.995,494.654,698,473,38,40,0.445,42077,42077,1.288,0.776,0.683,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
62,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0065-0484,364,64.849,29.543,165.157,485.313,165.631,485.54,153,475,24,19,0.929,23605,23605,1.22,0.82,0.96,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
63,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0066-0489,409,52.511,10.793,533.236,489.642,533.331,489.633,520,479,26,20,0.886,21477,21477,1.213,0.824,0.946,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
64,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0067-0497,610,73.525,24.23,924.805,499.677,924.184,499.449,911,480,33,34,0.565,44850,44850,1.426,0.701,0.804,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
65,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0069-0514,698,66.814,25.93,204.832,514.317,204.422,513.874,184,500,42,28,0.583,46636,46636,1.931,0.518,0.833,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
66,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0071-0519,426,58.554,18.544,1016.005,519.357,1015.956,519.132,1003,508,28,22,0.886,24944,24944,1.287,0.777,0.941,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
67,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0072-0525,455,58.481,14.392,893.071,525.522,892.906,525.517,879,515,28,21,0.884,26609,26609,1.531,0.653,0.953,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
68,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0073-0531,406,60.958,15.953,423.401,530.347,423.238,529.967,412,519,23,24,0.915,24749,24749,1.286,0.778,0.95,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
69,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0074-0558,463,47.015,10.865,634.753,557.64,634.965,557.711,622,543,25,30,0.776,21768,21768,1.777,0.563,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
70,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.tif:0075-0561,425,54.659,23.193,548.869,561.928,548.851,561.711,538,549,23,25,0.923,23230,23230,1.081,0.925,0.945,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55193_6F_HET_s1h2_Merged.tif_rotated.csv,55193_6,F,HET,1,2
